season,round,race_name,circuit_id,date,time,url
2015,1,Australian Grand Prix,albert_park,2015-03-15,05:00:00Z,https://en.wikipedia.org/wiki/2015_Australian_Grand_Prix
2015,2,Malaysian Grand Prix,sepang,2015-03-29,07:00:00Z,https://en.wikipedia.org/wiki/2015_Malaysian_Grand_Prix
2015,3,Chinese Grand Prix,shanghai,2015-04-12,06:00:00Z,https://en.wikipedia.org/wiki/2015_Chinese_Grand_Prix
2015,4,Bahrain Grand Prix,bahrain,2015-04-19,15:00:00Z,https://en.wikipedia.org/wiki/2015_Bahrain_Grand_Prix
2015,5,Spanish Grand Prix,catalunya,2015-05-10,12:00:00Z,https://en.wikipedia.org/wiki/2015_Spanish_Grand_Prix
2015,6,Monaco Grand Prix,monaco,2015-05-24,12:00:00Z,https://en.wikipedia.org/wiki/2015_Monaco_Grand_Prix
2015,7,Canadian Grand Prix,villeneuve,2015-06-07,18:00:00Z,https://en.wikipedia.org/wiki/2015_Canadian_Grand_Prix
2015,8,Austrian Grand Prix,red_bull_ring,2015-06-21,12:00:00Z,https://en.wikipedia.org/wiki/2015_Austrian_Grand_Prix
2015,9,British Grand Prix,silverstone,2015-07-05,12:00:00Z,https://en.wikipedia.org/wiki/2015_British_Grand_Prix
2015,10,Hungarian Grand Prix,hungaroring,2015-07-26,12:00:00Z,https://en.wikipedia.org/wiki/2015_Hungarian_Grand_Prix
2015,11,Belgian Grand Prix,spa,2015-08-23,12:00:00Z,https://en.wikipedia.org/wiki/2015_Belgian_Grand_Prix
2015,12,Italian Grand Prix,monza,2015-09-06,12:00:00Z,https://en.wikipedia.org/wiki/2015_Italian_Grand_Prix
2015,13,Singapore Grand Prix,marina_bay,2015-09-20,12:00:00Z,https://en.wikipedia.org/wiki/2015_Singapore_Grand_Prix
2015,14,Japanese Grand Prix,suzuka,2015-09-27,05:00:00Z,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix
2015,15,Russian Grand Prix,sochi,2015-10-11,11:00:00Z,https://en.wikipedia.org/wiki/2015_Russian_Grand_Prix
2015,16,United States Grand Prix,americas,2015-10-25,19:00:00Z,https://en.wikipedia.org/wiki/2015_United_States_Grand_Prix
2015,17,Mexican Grand Prix,rodriguez,2015-11-01,19:00:00Z,https://en.wikipedia.org/wiki/2015_Mexican_Grand_Prix
2015,18,Brazilian Grand Prix,interlagos,2015-11-15,16:00:00Z,https://en.wikipedia.org/wiki/2015_Brazilian_Grand_Prix
2015,19,Abu Dhabi Grand Prix,yas_marina,2015-11-29,13:00:00Z,https://en.wikipedia.org/wiki/2015_Abu_Dhabi_Grand_Prix
2016,1,Australian Grand Prix,albert_park,2016-03-20,05:00:00Z,https://en.wikipedia.org/wiki/2016_Australian_Grand_Prix
2016,2,Bahrain Grand Prix,bahrain,2016-04-03,15:00:00Z,https://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix
2016,3,Chinese Grand Prix,shanghai,2016-04-17,06:00:00Z,https://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix
2016,4,Russian Grand Prix,sochi,2016-05-01,12:00:00Z,https://en.wikipedia.org/wiki/2016_Russian_Grand_Prix
2016,5,Spanish Grand Prix,catalunya,2016-05-15,12:00:00Z,https://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix
2016,6,Monaco Grand Prix,monaco,2016-05-29,12:00:00Z,https://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix
2016,7,Canadian Grand Prix,villeneuve,2016-06-12,18:00:00Z,https://en.wikipedia.org/wiki/2016_Canadian_Grand_Prix
2016,8,European Grand Prix,baku,2016-06-19,13:00:00Z,https://en.wikipedia.org/wiki/2016_European_Grand_Prix
2016,9,Austrian Grand Prix,red_bull_ring,2016-07-03,12:00:00Z,https://en.wikipedia.org/wiki/2016_Austrian_Grand_Prix
2016,10,British Grand Prix,silverstone,2016-07-10,12:00:00Z,https://en.wikipedia.org/wiki/2016_British_Grand_Prix
2016,11,Hungarian Grand Prix,hungaroring,2016-07-24,12:00:00Z,https://en.wikipedia.org/wiki/2016_Hungarian_Grand_Prix
2016,12,German Grand Prix,hockenheimring,2016-07-31,12:00:00Z,https://en.wikipedia.org/wiki/2016_German_Grand_Prix
2016,13,Belgian Grand Prix,spa,2016-08-28,12:00:00Z,https://en.wikipedia.org/wiki/2016_Belgian_Grand_Prix
2016,14,Italian Grand Prix,monza,2016-09-04,12:00:00Z,https://en.wikipedia.org/wiki/2016_Italian_Grand_Prix
2016,15,Singapore Grand Prix,marina_bay,2016-09-18,12:00:00Z,https://en.wikipedia.org/wiki/2016_Singapore_Grand_Prix
2016,16,Malaysian Grand Prix,sepang,2016-10-02,07:00:00Z,https://en.wikipedia.org/wiki/2016_Malaysian_Grand_Prix
2016,17,Japanese Grand Prix,suzuka,2016-10-09,05:00:00Z,https://en.wikipedia.org/wiki/2016_Japanese_Grand_Prix
2016,18,United States Grand Prix,americas,2016-10-23,19:00:00Z,https://en.wikipedia.org/wiki/2016_United_States_Grand_Prix
2016,19,Mexican Grand Prix,rodriguez,2016-10-30,19:00:00Z,https://en.wikipedia.org/wiki/2016_Mexican_Grand_Prix
2016,20,Brazilian Grand Prix,interlagos,2016-11-13,16:00:00Z,https://en.wikipedia.org/wiki/2016_Brazilian_Grand_Prix
2016,21,Abu Dhabi Grand Prix,yas_marina,2016-11-27,13:00:00Z,https://en.wikipedia.org/wiki/2016_Abu_Dhabi_Grand_Prix
2017,1,Australian Grand Prix,albert_park,2017-03-26,05:00:00Z,https://en.wikipedia.org/wiki/2017_Australian_Grand_Prix
2017,2,Chinese Grand Prix,shanghai,2017-04-09,06:00:00Z,https://en.wikipedia.org/wiki/2017_Chinese_Grand_Prix
2017,3,Bahrain Grand Prix,bahrain,2017-04-16,15:00:00Z,https://en.wikipedia.org/wiki/2017_Bahrain_Grand_Prix
2017,4,Russian Grand Prix,sochi,2017-04-30,12:00:00Z,https://en.wikipedia.org/wiki/2017_Russian_Grand_Prix
2017,5,Spanish Grand Prix,catalunya,2017-05-14,12:00:00Z,https://en.wikipedia.org/wiki/2017_Spanish_Grand_Prix
2017,6,Monaco Grand Prix,monaco,2017-05-28,12:00:00Z,https://en.wikipedia.org/wiki/2017_Monaco_Grand_Prix
2017,7,Canadian Grand Prix,villeneuve,2017-06-11,18:00:00Z,https://en.wikipedia.org/wiki/2017_Canadian_Grand_Prix
2017,8,Azerbaijan Grand Prix,baku,2017-06-25,13:00:00Z,https://en.wikipedia.org/wiki/2017_Azerbaijan_Grand_Prix
2017,9,Austrian Grand Prix,red_bull_ring,2017-07-09,12:00:00Z,https://en.wikipedia.org/wiki/2017_Austrian_Grand_Prix
2017,10,British Grand Prix,silverstone,2017-07-16,12:00:00Z,https://en.wikipedia.org/wiki/2017_British_Grand_Prix
2017,11,Hungarian Grand Prix,hungaroring,2017-07-30,12:00:00Z,https://en.wikipedia.org/wiki/2017_Hungarian_Grand_Prix
2017,12,Belgian Grand Prix,spa,2017-08-27,12:00:00Z,https://en.wikipedia.org/wiki/2017_Belgian_Grand_Prix
2017,13,Italian Grand Prix,monza,2017-09-03,12:00:00Z,https://en.wikipedia.org/wiki/2017_Italian_Grand_Prix
2017,14,Singapore Grand Prix,marina_bay,2017-09-17,12:00:00Z,https://en.wikipedia.org/wiki/2017_Singapore_Grand_Prix
2017,15,Malaysian Grand Prix,sepang,2017-10-01,07:00:00Z,https://en.wikipedia.org/wiki/2017_Malaysian_Grand_Prix
2017,16,Japanese Grand Prix,suzuka,2017-10-08,05:00:00Z,https://en.wikipedia.org/wiki/2017_Japanese_Grand_Prix
2017,17,United States Grand Prix,americas,2017-10-22,19:00:00Z,https://en.wikipedia.org/wiki/2017_United_States_Grand_Prix
2017,18,Mexican Grand Prix,rodriguez,2017-10-29,19:00:00Z,https://en.wikipedia.org/wiki/2017_Mexican_Grand_Prix
2017,19,Brazilian Grand Prix,interlagos,2017-11-12,16:00:00Z,https://en.wikipedia.org/wiki/2017_Brazilian_Grand_Prix
2017,20,Abu Dhabi Grand Prix,yas_marina,2017-11-26,13:00:00Z,https://en.wikipedia.org/wiki/2017_Abu_Dhabi_Grand_Prix
2018,1,Australian Grand Prix,albert_park,2018-03-25,05:10:00Z,https://en.wikipedia.org/wiki/2018_Australian_Grand_Prix
2018,2,Bahrain Grand Prix,bahrain,2018-04-08,15:10:00Z,https://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix
2018,3,Chinese Grand Prix,shanghai,2018-04-15,06:10:00Z,https://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix
2018,4,Azerbaijan Grand Prix,baku,2018-04-29,12:10:00Z,https://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix
2018,5,Spanish Grand Prix,catalunya,2018-05-13,13:10:00Z,https://en.wikipedia.org/wiki/2018_Spanish_Grand_Prix
2018,6,Monaco Grand Prix,monaco,2018-05-27,13:10:00Z,https://en.wikipedia.org/wiki/2018_Monaco_Grand_Prix
2018,7,Canadian Grand Prix,villeneuve,2018-06-10,18:10:00Z,https://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix
2018,8,French Grand Prix,ricard,2018-06-24,14:10:00Z,https://en.wikipedia.org/wiki/2018_French_Grand_Prix
2018,9,Austrian Grand Prix,red_bull_ring,2018-07-01,13:10:00Z,https://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix
2018,10,British Grand Prix,silverstone,2018-07-08,13:10:00Z,https://en.wikipedia.org/wiki/2018_British_Grand_Prix
2018,11,German Grand Prix,hockenheimring,2018-07-22,13:10:00Z,https://en.wikipedia.org/wiki/2018_German_Grand_Prix
2018,12,Hungarian Grand Prix,hungaroring,2018-07-29,13:10:00Z,https://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix
2018,13,Belgian Grand Prix,spa,2018-08-26,13:10:00Z,https://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix
2018,14,Italian Grand Prix,monza,2018-09-02,13:10:00Z,https://en.wikipedia.org/wiki/2018_Italian_Grand_Prix
2018,15,Singapore Grand Prix,marina_bay,2018-09-16,12:10:00Z,https://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix
2018,16,Russian Grand Prix,sochi,2018-09-30,11:10:00Z,https://en.wikipedia.org/wiki/2018_Russian_Grand_Prix
2018,17,Japanese Grand Prix,suzuka,2018-10-07,05:10:00Z,https://en.wikipedia.org/wiki/2018_Japanese_Grand_Prix
2018,18,United States Grand Prix,americas,2018-10-21,18:10:00Z,https://en.wikipedia.org/wiki/2018_United_States_Grand_Prix
2018,19,Mexican Grand Prix,rodriguez,2018-10-28,19:10:00Z,https://en.wikipedia.org/wiki/2018_Mexican_Grand_Prix
2018,20,Brazilian Grand Prix,interlagos,2018-11-11,17:10:00Z,https://en.wikipedia.org/wiki/2018_Brazilian_Grand_Prix
2018,21,Abu Dhabi Grand Prix,yas_marina,2018-11-25,13:10:00Z,https://en.wikipedia.org/wiki/2018_Abu_Dhabi_Grand_Prix
2019,1,Australian Grand Prix,albert_park,2019-03-17,05:10:00Z,https://en.wikipedia.org/wiki/2019_Australian_Grand_Prix
2019,2,Bahrain Grand Prix,bahrain,2019-03-31,15:10:00Z,https://en.wikipedia.org/wiki/2019_Bahrain_Grand_Prix
2019,3,Chinese Grand Prix,shanghai,2019-04-14,06:10:00Z,https://en.wikipedia.org/wiki/2019_Chinese_Grand_Prix
2019,4,Azerbaijan Grand Prix,baku,2019-04-28,12:10:00Z,https://en.wikipedia.org/wiki/2019_Azerbaijan_Grand_Prix
2019,5,Spanish Grand Prix,catalunya,2019-05-12,13:10:00Z,https://en.wikipedia.org/wiki/2019_Spanish_Grand_Prix
2019,6,Monaco Grand Prix,monaco,2019-05-26,13:10:00Z,https://en.wikipedia.org/wiki/2019_Monaco_Grand_Prix
2019,7,Canadian Grand Prix,villeneuve,2019-06-09,18:10:00Z,https://en.wikipedia.org/wiki/2019_Canadian_Grand_Prix
2019,8,French Grand Prix,ricard,2019-06-23,13:10:00Z,https://en.wikipedia.org/wiki/2019_French_Grand_Prix
2019,9,Austrian Grand Prix,red_bull_ring,2019-06-30,13:10:00Z,https://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix
2019,10,British Grand Prix,silverstone,2019-07-14,13:10:00Z,https://en.wikipedia.org/wiki/2019_British_Grand_Prix
2019,11,German Grand Prix,hockenheimring,2019-07-28,13:10:00Z,https://en.wikipedia.org/wiki/2019_German_Grand_Prix
2019,12,Hungarian Grand Prix,hungaroring,2019-08-04,13:10:00Z,https://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix
2019,13,Belgian Grand Prix,spa,2019-09-01,13:10:00Z,https://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix
2019,14,Italian Grand Prix,monza,2019-09-08,13:10:00Z,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix
2019,15,Singapore Grand Prix,marina_bay,2019-09-22,12:10:00Z,https://en.wikipedia.org/wiki/2019_Singapore_Grand_Prix
2019,16,Russian Grand Prix,sochi,2019-09-29,11:10:00Z,https://en.wikipedia.org/wiki/2019_Russian_Grand_Prix
2019,17,Japanese Grand Prix,suzuka,2019-10-13,05:10:00Z,https://en.wikipedia.org/wiki/2019_Japanese_Grand_Prix
2019,18,Mexican Grand Prix,rodriguez,2019-10-27,19:10:00Z,https://en.wikipedia.org/wiki/2019_Mexican_Grand_Prix
2019,19,United States Grand Prix,americas,2019-11-03,19:10:00Z,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix
2019,20,Brazilian Grand Prix,interlagos,2019-11-17,17:10:00Z,https://en.wikipedia.org/wiki/2019_Brazilian_Grand_Prix
2019,21,Abu Dhabi Grand Prix,yas_marina,2019-12-01,13:10:00Z,https://en.wikipedia.org/wiki/2019_Abu_Dhabi_Grand_Prix
2020,1,Austrian Grand Prix,red_bull_ring,2020-07-05,13:10:00Z,https://en.wikipedia.org/wiki/2020_Austrian_Grand_Prix
2020,2,Styrian Grand Prix,red_bull_ring,2020-07-12,13:10:00Z,https://en.wikipedia.org/wiki/2020_Styrian_Grand_Prix
2020,3,Hungarian Grand Prix,hungaroring,2020-07-19,13:10:00Z,https://en.wikipedia.org/wiki/2020_Hungarian_Grand_Prix
2020,4,British Grand Prix,silverstone,2020-08-02,13:10:00Z,https://en.wikipedia.org/wiki/2020_British_Grand_Prix
2020,5,70th Anniversary Grand Prix,silverstone,2020-08-09,13:10:00Z,https://en.wikipedia.org/wiki/70th_Anniversary_Grand_Prix
2020,6,Spanish Grand Prix,catalunya,2020-08-16,13:10:00Z,https://en.wikipedia.org/wiki/2020_Spanish_Grand_Prix
2020,7,Belgian Grand Prix,spa,2020-08-30,13:10:00Z,https://en.wikipedia.org/wiki/2020_Belgian_Grand_Prix
2020,8,Italian Grand Prix,monza,2020-09-06,13:10:00Z,https://en.wikipedia.org/wiki/2020_Italian_Grand_Prix
2020,9,Tuscan Grand Prix,mugello,2020-09-13,13:10:00Z,https://en.wikipedia.org/wiki/2020_Tuscan_Grand_Prix
2020,10,Russian Grand Prix,sochi,2020-09-27,11:10:00Z,https://en.wikipedia.org/wiki/2020_Russian_Grand_Prix
2020,11,Eifel Grand Prix,nurburgring,2020-10-11,13:10:00Z,https://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix
2020,12,Portuguese Grand Prix,portimao,2020-10-25,12:10:00Z,https://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix
2020,13,Emilia Romagna Grand Prix,imola,2020-11-01,12:10:00Z,https://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix
2020,14,Turkish Grand Prix,istanbul,2020-11-15,10:10:00Z,https://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix
2020,15,Bahrain Grand Prix,bahrain,2020-11-29,14:10:00Z,https://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix
2020,16,Sakhir Grand Prix,bahrain,2020-12-06,17:10:00Z,https://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix
2020,17,Abu Dhabi Grand Prix,yas_marina,2020-12-13,13:10:00Z,https://en.wikipedia.org/wiki/2020_Abu_Dhabi_Grand_Prix
2021,1,Bahrain Grand Prix,bahrain,2021-03-28,15:00:00Z,https://en.wikipedia.org/wiki/2021_Bahrain_Grand_Prix
2021,2,Emilia Romagna Grand Prix,imola,2021-04-18,13:00:00Z,https://en.wikipedia.org/wiki/2021_Emilia_Romagna_Grand_Prix
2021,3,Portuguese Grand Prix,portimao,2021-05-02,14:00:00Z,https://en.wikipedia.org/wiki/2021_Portuguese_Grand_Prix
2021,4,Spanish Grand Prix,catalunya,2021-05-09,13:00:00Z,https://en.wikipedia.org/wiki/2021_Spanish_Grand_Prix
2021,5,Monaco Grand Prix,monaco,2021-05-23,13:00:00Z,https://en.wikipedia.org/wiki/2021_Monaco_Grand_Prix
2021,6,Azerbaijan Grand Prix,baku,2021-06-06,12:00:00Z,https://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix
2021,7,French Grand Prix,ricard,2021-06-20,13:00:00Z,https://en.wikipedia.org/wiki/2021_French_Grand_Prix
2021,8,Styrian Grand Prix,red_bull_ring,2021-06-27,13:00:00Z,https://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix
2021,9,Austrian Grand Prix,red_bull_ring,2021-07-04,13:00:00Z,https://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix
2021,10,British Grand Prix,silverstone,2021-07-18,14:00:00Z,https://en.wikipedia.org/wiki/2021_British_Grand_Prix
2021,11,Hungarian Grand Prix,hungaroring,2021-08-01,13:00:00Z,https://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix
2021,12,Belgian Grand Prix,spa,2021-08-29,13:00:00Z,https://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix
2021,13,Dutch Grand Prix,zandvoort,2021-09-05,13:00:00Z,https://en.wikipedia.org/wiki/2021_Dutch_Grand_Prix
2021,14,Italian Grand Prix,monza,2021-09-12,13:00:00Z,https://en.wikipedia.org/wiki/2021_Italian_Grand_Prix
2021,15,Russian Grand Prix,sochi,2021-09-26,12:00:00Z,https://en.wikipedia.org/wiki/2021_Russian_Grand_Prix
2021,16,Turkish Grand Prix,istanbul,2021-10-10,12:00:00Z,https://en.wikipedia.org/wiki/2021_Turkish_Grand_Prix
2021,17,United States Grand Prix,americas,2021-10-24,19:00:00Z,https://en.wikipedia.org/wiki/2021_United_States_Grand_Prix
2021,18,Mexico City Grand Prix,rodriguez,2021-11-07,19:00:00Z,https://en.wikipedia.org/wiki/2021_Mexico_City_Grand_Prix
2021,19,São Paulo Grand Prix,interlagos,2021-11-14,17:00:00Z,https://en.wikipedia.org/wiki/2021_S%C3%A3o_Paulo_Grand_Prix
2021,20,Qatar Grand Prix,losail,2021-11-21,14:00:00Z,https://en.wikipedia.org/wiki/2021_Qatar_Grand_Prix
2021,21,Saudi Arabian Grand Prix,jeddah,2021-12-05,17:30:00Z,https://en.wikipedia.org/wiki/2021_Saudi_Arabian_Grand_Prix
2021,22,Abu Dhabi Grand Prix,yas_marina,2021-12-12,13:00:00Z,https://en.wikipedia.org/wiki/2021_Abu_Dhabi_Grand_Prix
2022,1,Bahrain Grand Prix,bahrain,2022-03-20,15:00:00Z,https://en.wikipedia.org/wiki/2022_Bahrain_Grand_Prix
2022,2,Saudi Arabian Grand Prix,jeddah,2022-03-27,17:00:00Z,https://en.wikipedia.org/wiki/2022_Saudi_Arabian_Grand_Prix
2022,3,Australian Grand Prix,albert_park,2022-04-10,05:00:00Z,https://en.wikipedia.org/wiki/2022_Australian_Grand_Prix
2022,4,Emilia Romagna Grand Prix,imola,2022-04-24,13:00:00Z,https://en.wikipedia.org/wiki/2022_Emilia_Romagna_Grand_Prix
2022,5,Miami Grand Prix,miami,2022-05-08,19:30:00Z,https://en.wikipedia.org/wiki/2022_Miami_Grand_Prix
2022,6,Spanish Grand Prix,catalunya,2022-05-22,13:00:00Z,https://en.wikipedia.org/wiki/2022_Spanish_Grand_Prix
2022,7,Monaco Grand Prix,monaco,2022-05-29,13:00:00Z,https://en.wikipedia.org/wiki/2022_Monaco_Grand_Prix
2022,8,Azerbaijan Grand Prix,baku,2022-06-12,11:00:00Z,https://en.wikipedia.org/wiki/2022_Azerbaijan_Grand_Prix
2022,9,Canadian Grand Prix,villeneuve,2022-06-19,18:00:00Z,https://en.wikipedia.org/wiki/2022_Canadian_Grand_Prix
2022,10,British Grand Prix,silverstone,2022-07-03,14:00:00Z,https://en.wikipedia.org/wiki/2022_British_Grand_Prix
2022,11,Austrian Grand Prix,red_bull_ring,2022-07-10,13:00:00Z,https://en.wikipedia.org/wiki/2022_Austrian_Grand_Prix
2022,12,French Grand Prix,ricard,2022-07-24,13:00:00Z,https://en.wikipedia.org/wiki/2022_French_Grand_Prix
2022,13,Hungarian Grand Prix,hungaroring,2022-07-31,13:00:00Z,https://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix
2022,14,Belgian Grand Prix,spa,2022-08-28,13:00:00Z,https://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix
2022,15,Dutch Grand Prix,zandvoort,2022-09-04,13:00:00Z,https://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix
2022,16,Italian Grand Prix,monza,2022-09-11,13:00:00Z,https://en.wikipedia.org/wiki/2022_Italian_Grand_Prix
2022,17,Singapore Grand Prix,marina_bay,2022-10-02,12:00:00Z,https://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix
2022,18,Japanese Grand Prix,suzuka,2022-10-09,05:00:00Z,https://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix
2022,19,United States Grand Prix,americas,2022-10-23,19:00:00Z,https://en.wikipedia.org/wiki/2022_United_States_Grand_Prix
2022,20,Mexico City Grand Prix,rodriguez,2022-10-30,20:00:00Z,https://en.wikipedia.org/wiki/2022_Mexico_City_Grand_Prix
2022,21,São Paulo Grand Prix,interlagos,2022-11-13,18:00:00Z,https://en.wikipedia.org/wiki/2022_São_Paulo_Grand_Prix
2022,22,Abu Dhabi Grand Prix,yas_marina,2022-11-20,13:00:00Z,https://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix
2023,1,Bahrain Grand Prix,bahrain,2023-03-05,15:00:00Z,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix
2023,2,Saudi Arabian Grand Prix,jeddah,2023-03-19,17:00:00Z,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix
2023,3,Australian Grand Prix,albert_park,2023-04-02,05:00:00Z,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix
2023,4,Azerbaijan Grand Prix,baku,2023-04-30,11:00:00Z,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix
2023,5,Miami Grand Prix,miami,2023-05-07,19:30:00Z,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix
2023,6,Monaco Grand Prix,monaco,2023-05-28,13:00:00Z,https://en.wikipedia.org/wiki/2023_Monaco_Grand_Prix
2023,7,Spanish Grand Prix,catalunya,2023-06-04,13:00:00Z,https://en.wikipedia.org/wiki/2023_Spanish_Grand_Prix
2023,8,Canadian Grand Prix,villeneuve,2023-06-18,18:00:00Z,https://en.wikipedia.org/wiki/2023_Canadian_Grand_Prix
2023,9,Austrian Grand Prix,red_bull_ring,2023-07-02,13:00:00Z,https://en.wikipedia.org/wiki/2023_Austrian_Grand_Prix
2023,10,British Grand Prix,silverstone,2023-07-09,14:00:00Z,https://en.wikipedia.org/wiki/2023_British_Grand_Prix
2023,11,Hungarian Grand Prix,hungaroring,2023-07-23,13:00:00Z,https://en.wikipedia.org/wiki/2023_Hungarian_Grand_Prix
2023,12,Belgian Grand Prix,spa,2023-07-30,13:00:00Z,https://en.wikipedia.org/wiki/2023_Belgian_Grand_Prix
2023,13,Dutch Grand Prix,zandvoort,2023-08-27,13:00:00Z,https://en.wikipedia.org/wiki/2023_Dutch_Grand_Prix
2023,14,Italian Grand Prix,monza,2023-09-03,13:00:00Z,https://en.wikipedia.org/wiki/2023_Italian_Grand_Prix
2023,15,Singapore Grand Prix,marina_bay,2023-09-17,12:00:00Z,https://en.wikipedia.org/wiki/2023_Singapore_Grand_Prix
2023,16,Japanese Grand Prix,suzuka,2023-09-24,05:00:00Z,https://en.wikipedia.org/wiki/2023_Japanese_Grand_Prix
2023,17,Qatar Grand Prix,losail,2023-10-08,17:00:00Z,https://en.wikipedia.org/wiki/2023_Qatar_Grand_Prix
2023,18,United States Grand Prix,americas,2023-10-22,19:00:00Z,https://en.wikipedia.org/wiki/2023_United_States_Grand_Prix
2023,19,Mexico City Grand Prix,rodriguez,2023-10-29,20:00:00Z,https://en.wikipedia.org/wiki/2023_Mexico_City_Grand_Prix
2023,20,São Paulo Grand Prix,interlagos,2023-11-05,17:00:00Z,https://en.wikipedia.org/wiki/2023_S%C3%A3o_Paulo_Grand_Prix
2023,21,Las Vegas Grand Prix,vegas,2023-11-19,06:00:00Z,https://en.wikipedia.org/wiki/2023_Las_Vegas_Grand_Prix
2023,22,Abu Dhabi Grand Prix,yas_marina,2023-11-26,13:00:00Z,https://en.wikipedia.org/wiki/2023_Abu_Dhabi_Grand_Prix
2024,1,Bahrain Grand Prix,bahrain,2024-03-02,15:00:00Z,https://en.wikipedia.org/wiki/2024_Bahrain_Grand_Prix
2024,2,Saudi Arabian Grand Prix,jeddah,2024-03-09,17:00:00Z,https://en.wikipedia.org/wiki/2024_Saudi_Arabian_Grand_Prix
2024,3,Australian Grand Prix,albert_park,2024-03-24,04:00:00Z,https://en.wikipedia.org/wiki/2024_Australian_Grand_Prix
2024,4,Japanese Grand Prix,suzuka,2024-04-07,05:00:00Z,https://en.wikipedia.org/wiki/2024_Japanese_Grand_Prix
2024,5,Chinese Grand Prix,shanghai,2024-04-21,07:00:00Z,https://en.wikipedia.org/wiki/2024_Chinese_Grand_Prix
2024,6,Miami Grand Prix,miami,2024-05-05,20:00:00Z,https://en.wikipedia.org/wiki/2024_Miami_Grand_Prix
2024,7,Emilia Romagna Grand Prix,imola,2024-05-19,13:00:00Z,https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix
2024,8,Monaco Grand Prix,monaco,2024-05-26,13:00:00Z,https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix
2024,9,Canadian Grand Prix,villeneuve,2024-06-09,18:00:00Z,https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix
2024,10,Spanish Grand Prix,catalunya,2024-06-23,13:00:00Z,https://en.wikipedia.org/wiki/2024_Spanish_Grand_Prix
2024,11,Austrian Grand Prix,red_bull_ring,2024-06-30,13:00:00Z,https://en.wikipedia.org/wiki/2024_Austrian_Grand_Prix
2024,12,British Grand Prix,silverstone,2024-07-07,14:00:00Z,https://en.wikipedia.org/wiki/2024_British_Grand_Prix
2024,13,Hungarian Grand Prix,hungaroring,2024-07-21,13:00:00Z,https://en.wikipedia.org/wiki/2024_Hungarian_Grand_Prix
2024,14,Belgian Grand Prix,spa,2024-07-28,13:00:00Z,https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix
2024,15,Dutch Grand Prix,zandvoort,2024-08-25,13:00:00Z,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix
2024,16,Italian Grand Prix,monza,2024-09-01,13:00:00Z,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix
2024,17,Azerbaijan Grand Prix,baku,2024-09-15,11:00:00Z,https://en.wikipedia.org/wiki/2024_Azerbaijan_Grand_Prix
2024,18,Singapore Grand Prix,marina_bay,2024-09-22,12:00:00Z,https://en.wikipedia.org/wiki/2024_Singapore_Grand_Prix
2024,19,United States Grand Prix,americas,2024-10-20,19:00:00Z,https://en.wikipedia.org/wiki/2024_United_States_Grand_Prix
